ID,log2FC,FDR,label
ENSMUSG00000056459,-4.69E-01,2.49E-01,
ENSMUSG00000056468,3.42E-01,6.68E-01,
ENSMUSG00000056486,-7.05E-01,5.34E-01,
ENSMUSG00000056487,-1.46E+00,1.73E-01,
ENSMUSG00000056493,-2.65E-01,8.54E-01,
ENSMUSG00000056529,1.19E+00,6.23E-02,
ENSMUSG00000056612,-4.71E-02,9.40E-01,
ENSMUSG00000056629,-2.50E+00,1.33E-01,
ENSMUSG00000056682,-4.13E+00,3.96E-02,
ENSMUSG00000056692,-1.32E-01,9.37E-01,
ENSMUSG00000056735,5.78E-01,3.11E-01,
ENSMUSG00000056758,-9.51E-01,3.04E-02,
ENSMUSG00000056763,-7.26E-01,4.09E-08,
ENSMUSG00000056917,-1.21E+00,3.33E-01,
ENSMUSG00000056919,-1.37E-01,9.09E-01,
ENSMUSG00000056938,-2.79E-01,5.62E-01,
ENSMUSG00000056941,5.36E-01,6.09E-01,
ENSMUSG00000056952,3.42E-01,4.48E-01,
ENSMUSG00000057000,1.26E-01,8.72E-01,
ENSMUSG00000057069,-5.32E-01,4.23E-01,
ENSMUSG00000057098,4.64E-01,8.28E-01,
ENSMUSG00000057130,-1.67E+00,2.10E-01,
ENSMUSG00000057156,-8.05E-01,2.32E-02,
ENSMUSG00000057179,-4.85E-01,6.40E-01,
ENSMUSG00000057181,4.16E-01,7.15E-01,
ENSMUSG00000057193,-6.43E-01,8.27E-02,
ENSMUSG00000057230,7.72E-01,1.42E-01,
ENSMUSG00000057236,1.84E+00,2.80E-52,
ENSMUSG00000057246,1.44E-01,6.90E-01,
ENSMUSG00000057286,-2.71E+00,8.21E-02,
ENSMUSG00000057367,3.29E-01,4.21E-02,
ENSMUSG00000057375,-9.67E-02,6.05E-01,
ENSMUSG00000057440,9.50E-01,7.26E-08,
ENSMUSG00000057541,-9.16E-01,4.64E-01,
ENSMUSG00000057554,-6.96E-01,3.30E-01,
ENSMUSG00000057561,-2.63E-01,7.71E-01,
ENSMUSG00000057667,-7.23E-01,5.68E-01,
ENSMUSG00000057691,4.67E-01,2.71E-02,
ENSMUSG00000057738,3.79E-01,6.71E-01,
ENSMUSG00000057778,2.25E-01,2.12E-01,
ENSMUSG00000057835,4.75E-01,3.00E-01,
ENSMUSG00000057897,-2.94E-01,6.23E-01,
ENSMUSG00000057914,-5.63E-01,3.63E-01,
ENSMUSG00000057948,1.09E-01,8.89E-01,
ENSMUSG00000058006,4.96E-01,8.69E-04,
ENSMUSG00000058056,1.33E-01,9.29E-01,
ENSMUSG00000058057,-1.14E+00,3.74E-01,
ENSMUSG00000058099,3.92E-01,7.53E-01,
ENSMUSG00000058192,-3.52E-01,5.42E-01,
ENSMUSG00000058239,1.13E-01,8.27E-01,
ENSMUSG00000058240,3.10E-02,9.65E-01,
ENSMUSG00000058290,-1.35E-01,7.74E-01,
ENSMUSG00000058291,3.06E-03,9.95E-01,
ENSMUSG00000058301,-4.18E-01,7.89E-01,
ENSMUSG00000058318,-9.39E-01,3.00E-01,
ENSMUSG00000058388,-5.74E-01,9.64E-02,
ENSMUSG00000058392,-7.40E-01,2.50E-01,
ENSMUSG00000058396,-6.34E-01,9.70E-02,
ENSMUSG00000058407,-2.25E-01,7.09E-01,
ENSMUSG00000058440,-3.72E-01,1.24E-01,
ENSMUSG00000058446,5.83E-01,5.42E-01,
ENSMUSG00000058470,-1.86E-01,3.19E-01,
ENSMUSG00000058486,-1.59E+00,2.70E-02,
ENSMUSG00000058498,2.70E-01,3.12E-01,
ENSMUSG00000058503,-3.05E-01,8.42E-01,
ENSMUSG00000058586,-8.25E-01,4.04E-01,
ENSMUSG00000058587,5.35E-01,5.52E-01,
ENSMUSG00000058594,-8.30E-01,4.59E-01,
ENSMUSG00000058600,6.22E-01,1.86E-01,
ENSMUSG00000058706,2.35E-01,8.43E-01,
ENSMUSG00000058743,5.31E-01,5.43E-01,
ENSMUSG00000058761,-2.77E-02,9.72E-01,
ENSMUSG00000058794,2.19E-01,8.79E-01,
ENSMUSG00000058807,-1.33E-01,7.74E-01,
ENSMUSG00000058818,-5.74E-01,2.97E-04,
ENSMUSG00000058881,1.61E-01,9.04E-01,
ENSMUSG00000058886,-1.50E-01,9.14E-01,
ENSMUSG00000058922,-1.62E+00,1.88E-01,
ENSMUSG00000058966,9.69E-01,1.26E-01,
ENSMUSG00000058975,-1.31E+00,4.04E-01,
ENSMUSG00000059013,-1.50E-01,9.01E-01,
ENSMUSG00000059119,1.58E+00,5.80E-26,
ENSMUSG00000059173,-1.02E+00,4.32E-01,
ENSMUSG00000059182,-7.00E-01,4.90E-01,
ENSMUSG00000059183,-5.66E-01,6.55E-01,
ENSMUSG00000059248,7.61E-01,3.96E-02,
ENSMUSG00000059316,-2.79E+00,3.70E-03,
ENSMUSG00000059371,-3.61E-01,3.35E-02,
ENSMUSG00000059423,-2.48E-01,1.22E-01,
ENSMUSG00000059434,1.34E-01,9.02E-01,
ENSMUSG00000059460,5.35E-01,6.74E-01,
ENSMUSG00000059479,-6.21E-01,1.26E-01,
ENSMUSG00000059482,1.00E+00,2.04E-06,
ENSMUSG00000059486,-4.75E-01,6.30E-01,
ENSMUSG00000059602,3.35E-02,9.42E-01,
ENSMUSG00000059610,-2.87E-01,7.08E-01,
ENSMUSG00000059674,-1.77E+00,1.13E-01,
ENSMUSG00000059742,-9.89E-01,3.52E-01,
ENSMUSG00000059743,-7.04E-01,1.65E-02,
ENSMUSG00000059762,8.76E-01,4.50E-02,
ENSMUSG00000059810,-4.07E-01,7.34E-01,
ENSMUSG00000059811,-9.15E-01,4.93E-01,
ENSMUSG00000059839,3.35E-01,3.06E-01,
ENSMUSG00000059851,6.56E-01,3.20E-01,
ENSMUSG00000059854,1.01E-01,9.53E-01,
ENSMUSG00000059890,-6.73E-02,9.60E-01,
ENSMUSG00000059895,2.49E-01,9.08E-01,
ENSMUSG00000059897,7.49E-02,9.63E-01,
ENSMUSG00000059923,2.64E-01,8.51E-01,
ENSMUSG00000059981,4.03E-01,2.09E-01,
ENSMUSG00000059995,-2.09E+00,9.64E-02,
ENSMUSG00000060002,-8.37E-01,9.10E-02,
ENSMUSG00000060034,1.67E+00,4.03E-06,
ENSMUSG00000060073,-8.47E-01,4.83E-01,
ENSMUSG00000060084,-7.25E-01,5.35E-02,
ENSMUSG00000060098,-9.56E-01,7.37E-01,
ENSMUSG00000060121,7.46E-01,5.99E-02,
ENSMUSG00000060131,-1.06E+00,2.23E-01,
ENSMUSG00000060206,-4.80E-01,1.56E-01,
ENSMUSG00000060260,4.41E-01,1.80E-01,
ENSMUSG00000060279,-5.95E-01,1.75E-01,
ENSMUSG00000060373,8.07E-01,1.05E-01,
ENSMUSG00000060380,1.80E+00,6.10E-04,
ENSMUSG00000060402,-1.79E+00,1.66E-12,
ENSMUSG00000060427,2.26E-01,8.21E-01,
ENSMUSG00000060438,-9.56E-01,4.71E-01,
ENSMUSG00000060450,-7.30E-01,6.74E-01,
ENSMUSG00000060477,-2.79E+00,9.94E-03,
ENSMUSG00000060538,3.12E-01,4.75E-01,
ENSMUSG00000060548,-6.55E-01,3.61E-01,
ENSMUSG00000060621,9.11E-01,1.55E-05,
ENSMUSG00000060671,-1.46E-01,8.06E-01,
ENSMUSG00000060675,2.08E-01,5.26E-01,
ENSMUSG00000060680,8.47E-01,3.30E-01,
ENSMUSG00000060771,-1.55E+00,2.52E-04,
ENSMUSG00000060860,5.18E-01,4.70E-01,
ENSMUSG00000060950,-4.17E-01,5.88E-01,
ENSMUSG00000060974,-2.26E+00,4.68E-02,
ENSMUSG00000060989,4.43E-01,4.77E-04,
ENSMUSG00000060992,7.91E-01,2.15E-02,
ENSMUSG00000061065,-1.71E+00,3.35E-03,
ENSMUSG00000061132,4.73E-01,2.11E-01,
ENSMUSG00000061232,1.09E+00,1.42E-01,
ENSMUSG00000061286,-1.88E-01,3.83E-01,
ENSMUSG00000061288,3.72E-01,4.08E-01,
ENSMUSG00000061306,-8.86E-01,3.44E-01,
ENSMUSG00000061331,7.55E-01,1.13E-03,
ENSMUSG00000061374,4.02E-01,6.68E-01,
ENSMUSG00000061411,7.18E-01,5.99E-02,
ENSMUSG00000061436,-2.17E+00,2.31E-02,
ENSMUSG00000061455,-1.25E-01,5.41E-01,
ENSMUSG00000061462,-1.36E-01,7.73E-01,
ENSMUSG00000061535,-3.36E+00,4.22E-04,
ENSMUSG00000061544,-1.16E+00,2.74E-01,
ENSMUSG00000061589,-4.45E-01,6.02E-01,
ENSMUSG00000061633,2.05E-02,9.60E-01,
ENSMUSG00000061689,2.44E-01,5.01E-01,
ENSMUSG00000061701,-1.43E+00,3.30E-01,
ENSMUSG00000061758,-4.19E+00,9.94E-03,
ENSMUSG00000061759,-1.26E-01,8.14E-01,
ENSMUSG00000061882,2.08E-01,8.35E-01,
ENSMUSG00000062012,-2.57E-02,9.65E-01,
ENSMUSG00000062044,-1.48E+00,2.52E-05,
ENSMUSG00000062054,-1.32E+00,4.27E-03,
ENSMUSG00000062075,-2.65E-01,5.17E-01,
ENSMUSG00000062127,-1.27E+00,4.88E-01,
ENSMUSG00000062157,7.32E-01,4.01E-01,
ENSMUSG00000062198,-5.16E-02,9.71E-01,
ENSMUSG00000062210,-5.04E-01,6.81E-01,
ENSMUSG00000062232,-2.16E+00,6.46E-04,
ENSMUSG00000062296,2.13E-02,9.64E-01,
ENSMUSG00000062300,1.89E-01,8.73E-01,
ENSMUSG00000062352,5.25E-01,4.39E-01,
ENSMUSG00000062369,-2.95E+00,2.91E-05,
ENSMUSG00000062397,5.40E-01,6.41E-07,
ENSMUSG00000062470,-4.70E-01,7.23E-01,
ENSMUSG00000062488,-1.54E+00,2.84E-01,
ENSMUSG00000062518,3.10E-01,8.41E-01,
ENSMUSG00000062519,-2.18E-01,8.42E-01,
ENSMUSG00000062553,-1.76E+00,6.99E-03,
ENSMUSG00000062554,1.13E+00,1.28E-03,
ENSMUSG00000062604,5.95E-01,1.87E-01,
ENSMUSG00000062638,-2.76E-01,7.57E-01,
ENSMUSG00000062661,3.07E-01,7.09E-01,
ENSMUSG00000062712,-1.78E+00,8.81E-62,
ENSMUSG00000062761,-8.01E-01,6.19E-01,
ENSMUSG00000062785,6.92E-01,1.61E-02,
ENSMUSG00000062825,-1.01E-01,9.35E-01,
ENSMUSG00000062826,-9.37E-02,8.29E-01,
ENSMUSG00000062866,1.70E-01,9.33E-01,
ENSMUSG00000062901,2.77E+00,7.94E-28,
ENSMUSG00000062929,-7.59E-01,5.68E-01,
ENSMUSG00000062931,-1.73E-01,8.61E-01,
ENSMUSG00000062961,2.03E-01,7.61E-01,
ENSMUSG00000062980,1.90E+00,1.81E-03,
ENSMUSG00000062995,1.45E+00,4.45E-04,
ENSMUSG00000063047,5.30E-01,5.68E-01,
ENSMUSG00000063077,9.93E-01,3.90E-01,
ENSMUSG00000063108,-8.91E-01,1.53E-02,
ENSMUSG00000063120,3.82E-01,8.55E-01,
ENSMUSG00000063354,-1.02E+00,3.20E-01,
ENSMUSG00000063362,7.35E-01,2.17E-01,
ENSMUSG00000063406,-9.80E-02,7.95E-01,
ENSMUSG00000063430,1.04E-01,9.63E-01,
ENSMUSG00000063439,5.72E-02,9.55E-01,
ENSMUSG00000063480,1.02E+00,6.73E-02,
ENSMUSG00000063511,-6.72E-02,9.48E-01,
ENSMUSG00000063522,-8.77E-01,2.38E-01,
ENSMUSG00000063535,-2.06E-02,9.80E-01,
ENSMUSG00000063550,-6.86E-01,8.73E-02,
ENSMUSG00000063663,3.71E-01,1.45E-01,
ENSMUSG00000063681,2.85E-01,1.69E-01,
ENSMUSG00000063698,-2.35E-01,8.74E-01,
ENSMUSG00000063704,1.96E-01,8.47E-01,
ENSMUSG00000063823,9.44E-02,9.07E-01,
ENSMUSG00000063884,-4.88E-01,7.00E-01,
ENSMUSG00000063889,-1.19E+00,3.18E-07,
ENSMUSG00000063904,2.43E-01,7.74E-01,
ENSMUSG00000063952,2.88E-01,4.32E-01,
ENSMUSG00000064043,-6.18E-01,4.37E-01,
ENSMUSG00000064080,1.44E+00,1.47E-01,
ENSMUSG00000064121,1.06E+00,2.79E-01,
ENSMUSG00000064125,4.91E-01,5.75E-02,
ENSMUSG00000064128,6.07E-02,9.58E-01,
ENSMUSG00000064145,-2.78E-01,5.70E-01,
ENSMUSG00000064210,-5.31E-01,6.90E-01,
ENSMUSG00000064247,-8.00E-02,8.32E-01,
ENSMUSG00000064302,-6.46E-02,9.58E-01,
ENSMUSG00000064326,-1.06E+00,1.50E-06,
ENSMUSG00000064330,-1.08E+00,6.39E-05,
ENSMUSG00000064337,6.65E-01,1.06E-01,
ENSMUSG00000064339,-3.37E-01,6.48E-01,
ENSMUSG00000064341,-1.67E-02,9.50E-01,
ENSMUSG00000064345,-2.07E-01,3.90E-01,
ENSMUSG00000064351,6.06E-01,1.41E-09,
ENSMUSG00000064354,1.49E-01,3.43E-01,
ENSMUSG00000064356,-4.70E-01,5.62E-01,
ENSMUSG00000064357,-1.20E-01,5.69E-01,
ENSMUSG00000064358,2.26E-01,9.83E-02,
ENSMUSG00000064360,-9.41E-02,7.63E-01,
ENSMUSG00000064363,-2.02E-01,3.68E-01,
ENSMUSG00000064367,1.22E-02,9.65E-01,
ENSMUSG00000064368,2.82E-01,1.47E-01,
ENSMUSG00000064370,-3.46E-01,4.27E-03,
ENSMUSG00000065947,-7.42E-02,7.97E-01,
ENSMUSG00000065952,9.02E-03,9.88E-01,
ENSMUSG00000065954,-3.74E-01,6.07E-01,
ENSMUSG00000066036,-4.69E-01,7.83E-01,
ENSMUSG00000066042,8.48E-02,8.03E-01,
ENSMUSG00000066058,-2.06E+00,2.71E-03,
ENSMUSG00000066108,-1.60E-01,8.89E-01,
ENSMUSG00000066148,2.62E-01,5.75E-01,
ENSMUSG00000066149,1.20E-01,6.42E-01,
ENSMUSG00000066150,2.46E-01,5.52E-01,
ENSMUSG00000066170,-2.00E-01,7.26E-01,
ENSMUSG00000066191,3.11E+00,3.13E-29,
ENSMUSG00000066233,-1.89E-01,5.77E-01,
ENSMUSG00000066306,4.50E-01,2.06E-01,
ENSMUSG00000066315,1.63E+00,1.27E-09,
ENSMUSG00000066324,1.15E-01,5.20E-01,
ENSMUSG00000066368,-7.84E-01,4.53E-01,
ENSMUSG00000066415,-1.92E-01,5.98E-01,
ENSMUSG00000066440,-2.16E-01,6.47E-01,
ENSMUSG00000066441,-2.85E+00,7.24E-03,
ENSMUSG00000066640,1.91E-02,9.53E-01,
ENSMUSG00000066652,4.65E-01,1.99E-01,
ENSMUSG00000066735,-5.19E-01,3.59E-01,
ENSMUSG00000066760,3.41E-01,5.53E-01,
ENSMUSG00000066842,-9.15E-01,3.48E-01,
ENSMUSG00000066900,1.78E-01,7.63E-01,
ENSMUSG00000067103,4.79E-01,5.31E-01,
ENSMUSG00000067150,2.71E-01,6.28E-01,
ENSMUSG00000067203,-6.77E-03,9.91E-01,
ENSMUSG00000067220,-5.98E-01,4.45E-01,
ENSMUSG00000067297,-4.42E+00,4.67E-12,
ENSMUSG00000067336,2.96E-01,5.29E-01,
ENSMUSG00000067629,6.40E-01,1.27E-03,
ENSMUSG00000067724,1.64E-01,3.25E-01,
ENSMUSG00000067851,-1.19E+00,8.60E-02,
ENSMUSG00000067872,-2.08E-01,8.72E-01,
ENSMUSG00000067889,2.52E-01,5.15E-01,
ENSMUSG00000067928,5.05E-01,8.04E-01,
ENSMUSG00000067951,-2.32E-01,7.37E-01,
ENSMUSG00000067995,5.10E-01,7.84E-01,
ENSMUSG00000068114,1.97E-01,7.99E-01,
ENSMUSG00000068196,-1.95E+00,1.13E-16,
ENSMUSG00000068206,-1.16E+00,6.68E-06,
ENSMUSG00000068226,2.95E-01,6.02E-01,
ENSMUSG00000068240,7.81E-01,1.76E-04,
ENSMUSG00000068245,-9.50E-02,8.72E-01,
ENSMUSG00000068284,3.78E-01,8.02E-01,
ENSMUSG00000068327,3.20E+00,5.14E-09,
ENSMUSG00000068328,5.85E-01,7.61E-02,
ENSMUSG00000068329,7.80E-01,4.67E-04,
ENSMUSG00000068373,3.05E-01,1.46E-01,
ENSMUSG00000068479,-1.61E+00,2.50E-01,
ENSMUSG00000068579,9.76E-01,1.35E-02,
ENSMUSG00000068580,6.04E-01,6.43E-01,
ENSMUSG00000068601,7.42E-02,8.20E-01,
ENSMUSG00000068697,-3.07E-01,5.62E-01,
ENSMUSG00000068740,-8.29E-01,5.98E-01,
ENSMUSG00000068742,-8.11E-01,5.52E-01,
ENSMUSG00000068747,-3.13E-01,7.59E-01,
ENSMUSG00000068854,-1.61E+00,1.73E-01,
ENSMUSG00000068917,-6.25E-01,2.55E-01,
ENSMUSG00000068921,-8.69E-01,3.52E-01,
ENSMUSG00000068922,-3.53E-02,9.05E-01,
ENSMUSG00000068957,7.92E-01,3.20E-01,
ENSMUSG00000068964,6.92E-02,9.42E-01,
ENSMUSG00000069020,-1.07E-01,8.65E-01,
ENSMUSG00000069206,3.61E-03,9.93E-01,
ENSMUSG00000069430,-8.36E-01,5.53E-01,
ENSMUSG00000069456,-9.08E-01,1.29E-02,
ENSMUSG00000069565,2.18E-01,5.63E-01,
ENSMUSG00000069583,-1.62E+00,2.74E-01,
ENSMUSG00000069631,1.17E-01,8.50E-01,
ENSMUSG00000069633,1.33E-01,8.79E-01,
ENSMUSG00000069729,-2.31E+00,1.61E-01,
ENSMUSG00000069793,6.77E-01,4.25E-02,
ENSMUSG00000069830,-5.46E-01,2.58E-01,
ENSMUSG00000069833,-5.93E-01,2.69E-02,
ENSMUSG00000069874,-2.03E-01,8.65E-01,
ENSMUSG00000069892,-1.54E+00,7.62E-09,
ENSMUSG00000069893,6.24E-02,9.73E-01,
ENSMUSG00000069911,-6.46E-01,4.42E-01,
ENSMUSG00000069925,3.24E-01,2.02E-02,
ENSMUSG00000070056,-2.20E+00,9.55E-02,
ENSMUSG00000070323,-1.19E+00,3.15E-05,
ENSMUSG00000070337,-5.66E-01,5.57E-02,
ENSMUSG00000070385,2.02E-01,6.87E-01,
ENSMUSG00000070417,-1.71E+00,8.29E-15,
ENSMUSG00000070421,-4.32E-01,3.90E-01,
ENSMUSG00000070476,8.12E-01,2.67E-01,
ENSMUSG00000070533,-2.43E+00,1.15E-01,
ENSMUSG00000070564,2.12E+00,3.34E-04,
ENSMUSG00000070570,1.14E-01,8.81E-01,
ENSMUSG00000070618,-2.34E+00,9.46E-04,
ENSMUSG00000070690,-5.46E+00,1.42E-04,
ENSMUSG00000070691,3.53E-01,6.15E-01,
ENSMUSG00000070699,1.92E-01,7.95E-01,
ENSMUSG00000070709,-7.99E-01,3.64E-01,
ENSMUSG00000070732,-8.34E-02,9.49E-01,
ENSMUSG00000070737,-5.19E-01,6.29E-01,
ENSMUSG00000070777,3.75E-01,8.29E-02,
ENSMUSG00000070814,-4.19E-02,8.90E-01,
ENSMUSG00000070877,5.61E-01,5.44E-01,
ENSMUSG00000070939,2.78E-01,2.90E-01,
ENSMUSG00000070942,-1.90E+00,2.64E-13,
ENSMUSG00000070972,-3.38E-01,5.71E-02,
ENSMUSG00000070997,-6.64E-01,4.31E-01,
ENSMUSG00000071014,4.29E-01,3.19E-02,
ENSMUSG00000071054,1.48E-01,9.20E-01,
ENSMUSG00000071073,7.54E-01,5.08E-01,
ENSMUSG00000071078,-1.06E-01,8.81E-01,
ENSMUSG00000071172,-5.27E-01,5.91E-01,
ENSMUSG00000071192,-1.33E-01,8.47E-01,
ENSMUSG00000071203,1.76E-01,8.73E-01,
ENSMUSG00000071253,-5.13E-02,9.53E-01,
ENSMUSG00000071262,-4.97E-01,3.12E-01,
ENSMUSG00000071335,-7.07E-01,2.68E-01,
ENSMUSG00000071337,-4.11E-01,4.28E-01,
ENSMUSG00000071415,2.96E-01,7.15E-01,
ENSMUSG00000071456,-1.46E-02,9.88E-01,
ENSMUSG00000071537,-1.11E-02,9.72E-01,
ENSMUSG00000071550,-2.12E-01,6.88E-01,
ENSMUSG00000071636,-7.55E-01,9.62E-02,
ENSMUSG00000071645,9.78E-03,9.88E-01,
ENSMUSG00000071646,-3.96E-02,9.58E-01,
ENSMUSG00000071647,-8.79E-02,6.88E-01,
ENSMUSG00000071652,8.15E-01,2.75E-01,
ENSMUSG00000071656,2.62E-01,7.89E-01,
ENSMUSG00000071657,1.76E-01,4.70E-01,
ENSMUSG00000071658,2.81E-01,8.60E-01,
ENSMUSG00000071659,-2.47E-02,9.30E-01,
ENSMUSG00000071665,2.27E-01,7.35E-01,
ENSMUSG00000071711,-8.93E-01,1.08E-01,
ENSMUSG00000071719,6.78E-01,1.00E-01,
ENSMUSG00000071724,-1.14E+00,1.09E-13,
ENSMUSG00000071753,1.55E-01,4.65E-01,
ENSMUSG00000072082,-1.27E-01,9.13E-01,
ENSMUSG00000072244,1.06E+00,2.06E-01,
ENSMUSG00000072582,-1.74E-01,7.82E-01,
ENSMUSG00000072620,-1.20E+00,4.58E-29,
ENSMUSG00000072694,-6.33E-01,5.64E-01,
ENSMUSG00000072761,-7.14E-01,5.87E-01,
ENSMUSG00000072762,1.79E-01,7.61E-01,
ENSMUSG00000072770,-4.84E-01,5.84E-01,
ENSMUSG00000072772,7.85E-01,9.03E-04,
ENSMUSG00000072999,-3.60E-01,4.21E-01,
ENSMUSG00000073002,1.79E-01,7.35E-01,
ENSMUSG00000073079,-4.52E-01,7.48E-01,
ENSMUSG00000073242,1.61E+00,6.61E-14,
ENSMUSG00000073423,1.43E-02,9.88E-01,
ENSMUSG00000073430,-1.69E-01,1.58E-01,
ENSMUSG00000073436,1.85E-01,9.02E-01,
ENSMUSG00000073448,-1.14E+00,2.88E-01,
ENSMUSG00000073529,-1.42E+00,6.42E-18,
ENSMUSG00000073591,4.21E-01,4.33E-01,
ENSMUSG00000073600,-2.19E-02,9.86E-01,
ENSMUSG00000073639,5.03E-01,1.50E-06,
ENSMUSG00000073640,6.84E-01,4.94E-05,
ENSMUSG00000073643,-2.29E+00,3.41E-02,
ENSMUSG00000073647,9.94E-01,1.87E-05,
ENSMUSG00000073664,5.02E-01,4.09E-01,
ENSMUSG00000073678,-4.97E-01,7.15E-01,
ENSMUSG00000073680,-6.63E-01,4.42E-03,
ENSMUSG00000073728,6.06E-01,2.84E-06,
ENSMUSG00000073889,1.30E+00,1.03E-20,
ENSMUSG00000073899,-1.50E+00,1.70E-08,
ENSMUSG00000073902,-1.06E+00,2.11E-03,
ENSMUSG00000073910,-1.03E+00,1.62E-08,
ENSMUSG00000073920,-4.70E-01,8.08E-03,
ENSMUSG00000073922,-5.03E-01,7.95E-01,
ENSMUSG00000073924,1.10E+00,2.66E-01,
ENSMUSG00000073926,9.39E-01,2.12E-01,
ENSMUSG00000073974,1.54E+00,5.25E-21,
ENSMUSG00000073975,1.44E+00,1.94E-04,
ENSMUSG00000073987,-3.99E-01,2.52E-04,
ENSMUSG00000074003,5.02E-01,4.97E-01,
ENSMUSG00000074102,5.44E-01,7.99E-01,
ENSMUSG00000074121,1.28E-01,9.37E-01,
ENSMUSG00000074211,-5.99E-01,3.33E-01,
ENSMUSG00000074224,6.76E-01,3.27E-02,
ENSMUSG00000074227,-1.42E-01,7.88E-01,
ENSMUSG00000074237,-3.85E-01,8.42E-01,
ENSMUSG00000074238,1.21E-01,9.13E-01,
ENSMUSG00000074259,-1.50E+00,2.04E-02,
ENSMUSG00000074274,2.26E+00,9.97E-03,
ENSMUSG00000074305,-3.96E-01,5.53E-01,
ENSMUSG00000074361,6.41E-02,8.79E-01,
ENSMUSG00000074405,8.46E-01,9.03E-04,
ENSMUSG00000074406,1.53E-01,8.97E-01,
ENSMUSG00000074412,6.44E-01,4.86E-01,
ENSMUSG00000074469,-5.49E-01,6.20E-01,
ENSMUSG00000074472,1.14E-01,7.18E-01,
ENSMUSG00000074476,2.93E-01,8.05E-01,
ENSMUSG00000074480,-1.65E+00,7.94E-09,
ENSMUSG00000074507,-3.59E+00,1.00E-01,
ENSMUSG00000074516,3.40E-01,5.46E-01,
ENSMUSG00000074627,-1.91E-01,8.72E-01,
ENSMUSG00000074657,3.40E-02,9.69E-01,
ENSMUSG00000074682,-7.47E-01,6.20E-01,
ENSMUSG00000074733,1.41E-01,8.05E-01,
ENSMUSG00000074746,-3.96E-01,6.54E-01,
ENSMUSG00000074776,-5.46E+00,4.54E-05,
ENSMUSG00000074785,1.13E+00,2.58E-01,
ENSMUSG00000074813,-4.18E-01,2.75E-02,
ENSMUSG00000074824,-1.82E+00,1.92E-01,
ENSMUSG00000074852,-1.92E+00,1.83E-01,
ENSMUSG00000074886,-2.08E-01,6.91E-01,
ENSMUSG00000075000,-1.15E+00,5.46E-01,
ENSMUSG00000075184,-7.07E-01,6.09E-01,
ENSMUSG00000075271,-2.57E-02,9.77E-01,
ENSMUSG00000075289,-9.62E-01,2.61E-01,
ENSMUSG00000075359,-1.74E-03,9.95E-01,
ENSMUSG00000075395,-1.43E+00,2.06E-01,
ENSMUSG00000075408,-6.74E-01,5.01E-01,
ENSMUSG00000075410,-2.65E-01,6.76E-01,
ENSMUSG00000075415,-2.52E+00,1.63E-12,
ENSMUSG00000075576,-7.18E-01,4.26E-02,
ENSMUSG00000075593,-4.94E-02,9.05E-01,
ENSMUSG00000075595,-2.27E-01,8.51E-01,
ENSMUSG00000075604,-3.49E-01,7.74E-01,
ENSMUSG00000075610,-2.13E-01,6.83E-01,
ENSMUSG00000075705,-8.94E-02,8.95E-01,
ENSMUSG00000077450,2.01E-01,6.51E-01,
ENSMUSG00000078118,6.33E-01,5.10E-01,
ENSMUSG00000078137,5.67E-03,9.87E-01,
ENSMUSG00000078247,-3.70E-01,2.10E-01,
ENSMUSG00000078300,-9.46E-01,7.19E-24,
ENSMUSG00000078490,4.27E-01,6.28E-01,
ENSMUSG00000078495,-8.15E-02,9.66E-01,
ENSMUSG00000078517,-2.08E-01,7.40E-01,
ENSMUSG00000078580,2.51E-01,1.81E-01,
ENSMUSG00000078607,-7.61E-01,1.18E-01,
ENSMUSG00000078619,1.00E+00,5.95E-16,
ENSMUSG00000078622,5.19E-01,2.54E-01,
ENSMUSG00000078627,1.60E-01,6.54E-01,
ENSMUSG00000078632,6.48E-01,2.57E-04,
ENSMUSG00000078651,-1.14E+00,6.15E-01,
ENSMUSG00000078653,-1.22E+00,4.68E-01,
ENSMUSG00000078684,-7.00E-01,5.62E-01,
ENSMUSG00000078713,6.35E-01,6.18E-03,
ENSMUSG00000078716,1.96E+00,3.35E-07,
ENSMUSG00000078735,1.56E+00,5.85E-02,
ENSMUSG00000078763,-1.96E+00,4.70E-02,
ENSMUSG00000078768,3.05E-01,2.77E-01,
ENSMUSG00000078773,2.33E+00,5.09E-03,
ENSMUSG00000078776,1.75E-01,7.88E-01,
ENSMUSG00000078779,-6.07E-01,5.55E-01,
ENSMUSG00000078784,-5.87E+00,1.25E-03,
ENSMUSG00000078810,-3.35E+00,1.51E-04,
ENSMUSG00000078813,-2.78E+00,1.46E-01,
ENSMUSG00000078817,7.17E-02,7.87E-01,
ENSMUSG00000078894,7.16E-01,6.16E-01,
ENSMUSG00000078901,1.07E+00,2.36E-02,
ENSMUSG00000078920,-2.77E+00,2.05E-28,
ENSMUSG00000078921,-4.35E-01,2.75E-01,
ENSMUSG00000078922,-9.95E-01,4.02E-01,
ENSMUSG00000078923,6.06E-01,2.95E-01,
ENSMUSG00000078925,-4.08E-01,1.06E-03,
ENSMUSG00000078945,-6.21E-01,5.26E-01,
ENSMUSG00000078994,-1.10E+00,5.10E-01,
ENSMUSG00000078995,3.26E-01,8.35E-01,
ENSMUSG00000079033,7.37E-01,3.06E-01,
ENSMUSG00000079038,-7.99E-01,5.94E-01,
ENSMUSG00000079043,-9.20E-01,4.62E-01,
